Site;Machine;Date;PE (kg)
PTWE49;R2;2023-07-31;887.04
PTWE49;R2;2023-08-01;1520.6399999999999
PTWE49;R2;2023-08-03;887.04
PTWE49;R2;2023-08-29;1774.08
PTWE49;R2;2023-08-30;633.6
PTWE49;R2;2023-08-31;1774.08
PTWE49;R2;2023-09-01;887.04
PTWE49;R2;2023-09-02;1774.08
PTWE49;R2;2023-09-05;887.04
PTWE49;R2;2023-09-06;1774.08
PTWE49;R2;2023-09-07;887.04
PTWE49;R2;2023-09-08;1774.08
PTWE49;R2;2023-09-11;1013.76
PTWE49;R2;2023-09-12;1774.08
PTWE49;R2;2023-09-14;1774.08
PTWE49;R2;2023-09-18;1774.08
PTWE49;R2;2023-09-19;887.04
PTWE49;R2;2023-09-20;1774.08
PTWE49;R2;2023-09-21;1774.08
PTWE49;R2;2023-09-22;1774.08
PTWE49;R2;2023-09-25;1647.3600000000001
PTWE49;R2;2023-09-26;1647.3600000000001
PTWE49;R2;2023-09-27;1774.08
PTWE49;R2;2023-09-28;1774.08
PTWE49;R2;2023-09-29;2661.12
PTWE49;R2;2023-10-02;1774.08
PTWE49;R2;2023-10-03;2534.4
PTWE49;R2;2023-10-04;2661.12
PTWE49;R2;2023-10-05;1774.08
PTWE49;R2;2023-10-06;2661.12
PTWE49;R2;2023-10-07;1774.08
PTWE49;R2;2023-10-10;887.04
PTWE49;R2;2023-10-11;380.16
PTWE49;R2;2023-10-12;887.04
PTWE49;R2;2023-10-13;1774.08
PTWE49;R2;2023-10-16;760.32
PTWE49;R2;2023-10-17;1647.3600000000001
PTWE49;R2;2023-10-18;1774.08
PTWE49;R2;2023-10-19;1774.08
PTWE49;R2;2023-10-20;1774.08
PTWE49;R2;2023-10-23;1267.2
PTWE49;R2;2023-10-24;1647.3600000000001
PTWE49;R2;2023-10-25;1774.08
PTWE49;R2;2023-10-26;1774.08
PTWE49;R2;2023-10-27;1774.08
PTWE49;R2;2023-10-31;1647.3600000000001
PTWE49;R2;2023-11-02;1774.08
PTWE49;R2;2023-11-03;760.32
PTWE49;R2;2023-11-06;760.32
PTWE49;R2;2023-11-07;1774.08
PTWE49;R2;2023-11-08;1774.08
PTWE49;R2;2023-11-09;1774.08
PTWE49;R2;2023-11-10;1774.08
PTWE49;R2;2023-11-13;1774.08
PTWE49;R2;2023-11-14;760.32
PTWE49;R2;2023-11-15;887.04
PTWE49;R2;2023-11-16;887.04
PTWE49;R2;2023-11-21;887.04
PTWE49;R2;2023-11-22;633.6
PTWE49;R2;2023-11-24;887.04
PTWE49;R2;2023-11-27;887.04
PTWE49;R2;2023-11-28;887.04
PTWE49;R2;2023-11-29;887.04
PTWE49;R2;2023-12-01;887.04
PTWE49;R2;2023-12-05;253.44
PTWE49;R2;2023-12-06;380.16
PTWE49;R2;2023-12-08;760.32
PTWE49;R2;2023-12-11;253.44
PTWE49;R2;2023-12-13;1774.08
PTWE49;R2;2023-12-15;1393.92
PTWE49;R2;2023-12-19;887.04
PTWE49;R2;2023-12-20;887.04
PTWE49;R2;2024-01-04;887.04
PTWE49;R2;2024-01-05;1774.08
PTWE49;R2;2024-01-09;760.32
PTWE49;R2;2024-01-10;887.04
PTWE49;R2;2024-01-11;1774.08
PTWE49;R2;2024-01-12;1774.08
PTWE49;R2;2024-01-15;1774.08
PTWE49;R2;2024-01-16;1647.3600000000001
PTWE49;R2;2024-01-17;2661.12
PTWE49;R2;2024-01-18;887.04
PTWE49;R2;2024-01-19;1774.08
PTWE49;R2;2024-01-23;2534.4
PTWE49;R2;2024-01-24;1774.08
PTWE49;R2;2024-01-25;1774.08
PTWE49;R2;2024-01-26;1774.08
PTWE49;R2;2024-01-30;887.04
PTWE49;R2;2024-01-31;2661.12
PTWE49;R2;2024-02-01;1774.08
PTWE49;R2;2024-02-02;1774.08
PTWE49;R2;2024-02-03;1393.92
PTWE49;R2;2024-02-08;887.04
PTWE49;R2;2024-02-09;1774.08
PTWE49;R2;2024-02-13;253.44
PTWE49;R2;2024-02-14;1140.48
PTWE49;R2;2024-02-15;2661.12
PTWE49;R2;2024-02-16;887.04
PTWE49;R2;2024-02-20;760.32
PTWE49;R2;2024-02-21;760.32
PTWE49;R2;2024-02-22;1647.3600000000001
PTWE49;R2;2024-02-23;760.32
PTWE49;R2;2024-02-27;760.32
PTWE49;R2;2024-02-28;1647.3600000000001
PTWE49;R2;2024-02-29;4308.48
PTWE49;R2;2024-03-04;1520.6399999999999
PTWE49;R2;2024-03-05;506.88
PTWE49;R2;2024-03-06;1774.08
PTWE49;R2;2024-03-07;1267.2
PTWE49;R2;2024-03-08;760.32
PTWE49;R2;2024-03-09;760.32
PTWE49;R2;2024-03-12;1647.3600000000001
PTWE49;R2;2024-03-13;1774.08
PTWE49;R2;2024-03-14;1267.2
PTWE49;R2;2024-03-15;2661.12
PTWE49;R2;2024-03-18;1774.08
PTWE49;R2;2024-03-19;2534.4
PTWE49;R2;2024-03-21;5322.24
PTWE49;R2;2024-03-22;2534.4
PTWE49;R2;2024-03-25;1774.08
PTWE49;R2;2024-03-26;2534.4
PTWE49;R2;2024-03-27;2661.12
PTWE49;R2;2024-03-28;2661.12
PTWE49;R2;2024-03-29;2661.12
PTWE49;R2;2024-04-02;2661.12
PTWE49;R2;2024-04-03;2280.96
PTWE49;R2;2024-04-04;2661.12
PTWE49;R2;2024-04-05;1900.8
PTWE49;R2;2024-04-09;2154.24
PTWE49;R2;2024-04-10;1774.08
PTWE49;R2;2024-04-11;2661.12
PTWE49;R2;2024-04-12;1774.08
PTWE49;R2;2024-04-15;1397.0
PTWE49;R2;2024-04-16;2286.0
PTWE49;R2;2024-04-17;1778.0
PTWE49;R2;2024-04-18;2667.0
PTWE49;R2;2024-04-19;2540.0
PTWE49;R2;2024-04-22;1778.0
PTWE49;R2;2024-04-23;1905.0
PTWE49;R2;2024-04-24;1778.0
PTWE49;R2;2024-04-25;2159.0
PTWE49;R2;2024-04-26;1778.0
PTWE49;R2;2024-04-29;1524.0
PTWE49;R2;2024-04-30;889.0
PTWE49;R2;2024-05-03;889.0
PTWE49;R2;2024-05-04;889.0
PTWE49;R2;2024-05-07;889.0
PTWE49;R2;2024-05-13;889.0
PTWE49;R2;2024-05-14;1651.0
PTWE49;R2;2024-05-15;1651.0
PTWE49;R2;2024-05-16;889.0
PTWE49;R2;2024-05-17;2540.0
PTWE49;R2;2024-05-20;1778.0
PTWE49;R2;2024-05-22;1778.0
PTWE49;R2;2024-05-23;2667.0
PTWE49;R2;2024-05-24;889.0
PTWE49;R2;2024-05-27;1778.0
PTWE49;R2;2024-05-28;889.0
PTWE49;R2;2024-05-29;889.0
PTWE49;R2;2024-05-30;889.0
PTWE49;R2;2024-05-31;2159.0
PTWE49;R2;2024-06-01;1524.0
PTWE49;R2;2024-06-04;889.0
PTWE49;R2;2024-06-05;1778.0
PTWE49;R2;2024-06-06;762.0
PTWE49;R2;2024-06-07;635.0
PTWE49;R2;2024-06-10;1651.0
PTWE49;R2;2024-06-11;1778.0
PTWE49;R2;2024-06-12;1778.0
PTWE49;R2;2024-06-13;1524.0
PTWE49;R2;2024-06-14;1778.0
PTWE49;R2;2024-06-17;1778.0
PTWE49;R2;2024-06-18;1270.0
PTWE49;R2;2024-06-19;889.0
PTWE49;R2;2024-06-20;1778.0
PTWE49;R2;2024-06-21;1270.0
PTWE49;R2;2024-06-24;1778.0
PTWE49;R2;2024-06-25;1778.0
PTWE49;R2;2024-06-26;1524.0
PTWE49;R2;2024-06-27;889.0
PTWE49;R2;2024-06-28;889.0
PTWE49;R2;2024-07-02;889.0
PTWE49;R2;2024-07-03;1778.0
PTWE49;R2;2024-07-04;1778.0
PTWE49;R2;2024-07-05;889.0
PTWE49;R2;2024-07-06;1270.0
PTWE49;R2;2024-07-09;2032.0
PTWE49;R2;2024-07-10;1778.0
PTWE49;R2;2024-07-11;762.0
PTWE49;R2;2024-07-12;1778.0
PTWE49;R2;2024-07-15;889.0
PTWE49;R2;2024-07-16;889.0
PTWE49;R2;2024-07-17;2667.0
PTWE49;R2;2024-07-18;889.0
PTWE49;R2;2024-07-19;2540.0
PTWE49;R2;2024-07-22;381.0
PTWE49;R2;2024-07-23;1143.0
PTWE49;R2;2024-07-24;1778.0
PTWE49;R2;2024-07-25;2286.0
PTWE49;R2;2024-07-26;2413.0
PTWE49;R2;2024-07-29;1651.0
PTWE49;R2;2024-07-30;762.0
PTWE49;R2;2024-08-01;254.0
PTWE49;R2;2024-08-27;1651.0
PTWE49;R2;2024-08-28;889.0
PTWE49;R2;2024-08-29;1778.0
PTWE49;R2;2024-08-30;1778.0
PTWE49;R2;2024-08-31;889.0
PTWE49;R2;2024-09-03;1651.0
PTWE49;R2;2024-09-04;1778.0
PTWE49;R2;2024-09-05;1778.0
PTWE49;R2;2024-09-06;847.0
PTWE49;R2;2024-09-09;1694.0
PTWE49;R2;2024-09-10;2299.0
PTWE49;R2;2024-09-11;2541.0
PTWE49;R2;2024-09-12;2541.0
PTWE49;R2;2024-09-13;1573.0
PTWE49;R2;2024-09-16;726.0
PTWE49;R2;2024-09-17;2178.0
PTWE49;R2;2024-09-18;1694.0
PTWE49;R2;2024-09-19;2541.0
PTWE49;R2;2024-09-20;847.0
PTWE49;R2;2024-09-23;2541.0
PTWE49;R2;2024-09-24;1694.0
PTWE49;R2;2024-09-25;1089.0
PTWE49;R2;2024-09-26;1694.0
PTWE49;R2;2024-09-27;1694.0
PTWE49;R2;2024-09-30;1694.0
PTWE49;R2;2024-10-01;847.0
PTWE49;R2;2024-10-02;1573.0
PTWE49;R2;2024-10-03;1573.0
PTWE49;R2;2024-10-04;1573.0
PTWE49;R2;2024-10-08;3146.0
PTWE49;R2;2024-10-09;1573.0
PTWE49;R2;2024-10-10;1452.0
PTWE49;R2;2024-10-11;1573.0
PTWE49;R2;2024-10-14;1573.0
PTWE49;R2;2024-10-15;1573.0
PTWE49;R2;2024-10-16;1573.0
PTWE49;R2;2024-10-17;1573.0
PTWE49;R2;2024-10-18;1573.0
PTWE49;R2;2024-10-19;726.0
PTWE49;R2;2024-10-22;1573.0
PTWE49;R2;2024-10-23;1573.0
PTWE49;R2;2024-10-24;1452.0
PTWE49;R2;2024-10-25;726.0
PTWE49;R3;2023-01-04;1250.04
PTWE49;R3;2023-01-05;750.024
PTWE49;R3;2023-01-06;750.024
PTWE49;R3;2023-01-09;750.024
PTWE49;R3;2023-01-10;2250.072
PTWE49;R3;2023-01-11;1346.4
PTWE49;R3;2023-01-12;2094.4
PTWE49;R3;2023-01-13;2094.4
PTWE49;R3;2023-01-16;2244.0
PTWE49;R3;2023-01-17;1948.848
PTWE49;R3;2023-01-18;2250.072
PTWE49;R3;2023-01-19;2250.072
PTWE49;R3;2023-01-20;1650.0
PTWE49;R3;2023-01-23;2200.0
PTWE49;R3;2023-01-24;825.0
PTWE49;R3;2023-01-25;1860.144
PTWE49;R3;2023-01-26;1860.144
PTWE49;R3;2023-01-27;2120.096
PTWE49;R3;2023-02-02;1500.048
PTWE49;R3;2023-02-03;1144.0
PTWE49;R3;2023-02-06;1056.0
PTWE49;R3;2023-02-07;352.0
PTWE49;R3;2023-02-08;748.0
PTWE49;R3;2023-02-09;1047.2
PTWE49;R3;2023-02-10;1250.04
PTWE49;R3;2023-02-13;1500.048
PTWE49;R3;2023-02-14;1500.048
PTWE49;R3;2023-02-15;1860.144
PTWE49;R3;2023-02-16;2790.216
PTWE49;R3;2023-02-17;2170.168
PTWE49;R3;2023-02-20;1740.288
PTWE49;R3;2023-02-22;1290.08
PTWE49;R3;2023-02-23;1500.048
PTWE49;R3;2023-02-24;2000.064
PTWE49;R3;2023-02-28;3750.12
PTWE49;R3;2023-03-02;1900.008
PTWE49;R3;2023-03-03;1650.0
PTWE49;R3;2023-03-06;1650.0
PTWE49;R3;2023-03-07;873.4
PTWE49;R3;2023-03-08;1496.0
PTWE49;R3;2023-03-09;2244.0
PTWE49;R3;2023-03-10;1496.0
PTWE49;R3;2023-03-13;1496.0
PTWE49;R3;2023-03-14;448.8
PTWE49;R3;2023-03-15;1047.2
PTWE49;R3;2023-03-16;2244.0
PTWE49;R3;2023-03-17;2244.0
PTWE49;R3;2023-03-20;1346.4
PTWE49;R3;2023-03-21;1047.2
PTWE49;R3;2023-03-22;1100.0
PTWE49;R3;2023-03-23;1925.0
PTWE49;R3;2023-03-24;2475.0
PTWE49;R3;2023-03-28;2135.1440000000002
PTWE49;R3;2023-03-29;1860.144
PTWE49;R3;2023-03-30;2790.216
PTWE49;R3;2023-03-31;1500.048
PTWE49;R3;2023-04-01;1500.048
PTWE49;R3;2023-04-04;1750.056
PTWE49;R3;2023-04-06;1650.0
PTWE49;R3;2023-04-07;1650.0
PTWE49;R3;2023-04-11;2321.0
PTWE49;R3;2023-04-12;3220.624
PTWE49;R3;2023-04-13;1346.4
PTWE49;R3;2023-04-14;1500.048
PTWE49;R3;2023-04-17;750.024
PTWE49;R3;2023-04-18;1500.048
PTWE49;R3;2023-04-19;2000.064
PTWE49;R3;2023-04-20;750.024
PTWE49;R3;2023-04-21;1500.048
PTWE49;R3;2023-04-24;1250.04
PTWE49;R3;2023-04-25;1750.056
PTWE49;R3;2023-04-26;2110.152
PTWE49;R3;2023-04-27;1860.144
PTWE49;R3;2023-04-28;1500.048
PTWE49;R3;2023-05-03;2250.072
PTWE49;R3;2023-05-04;1575.024
PTWE49;R3;2023-05-05;2475.0
PTWE49;R3;2023-05-09;2475.0
PTWE49;R3;2023-05-10;1500.048
PTWE49;R3;2023-05-11;2250.072
PTWE49;R3;2023-05-12;2000.064
PTWE49;R3;2023-05-15;2420.176
PTWE49;R3;2023-05-16;1550.12
PTWE49;R3;2023-05-17;1160.192
PTWE49;R3;2023-05-22;1450.24
PTWE49;R3;2023-05-23;1740.288
PTWE49;R3;2023-05-24;1870.176
PTWE49;R3;2023-05-25;2500.08
PTWE49;R3;2023-05-26;1750.056
PTWE49;R3;2023-05-29;2250.072
PTWE49;R3;2023-05-31;1500.048
PTWE49;R3;2023-06-01;1500.048
PTWE49;R3;2023-06-02;2250.072
PTWE49;R3;2023-06-03;1500.048
PTWE49;R3;2023-06-06;1500.048
PTWE49;R3;2023-06-07;1500.048
PTWE49;R3;2023-06-08;1500.048
PTWE49;R3;2023-06-12;2750.0879999999997
PTWE49;R3;2023-06-13;1750.056
PTWE49;R3;2023-06-14;1496.0
PTWE49;R3;2023-06-15;1346.4
PTWE49;R3;2023-06-16;2244.0
PTWE49;R3;2023-06-20;3655.344
PTWE49;R3;2023-06-21;1860.144
PTWE49;R3;2023-06-22;1860.144
PTWE49;R3;2023-06-23;1650.0
PTWE49;R3;2023-06-27;1650.0
PTWE49;R3;2023-06-28;1650.0
PTWE49;R3;2023-06-29;1500.048
PTWE49;R3;2023-06-30;1500.048
PTWE49;R3;2023-07-03;750.024
PTWE49;R3;2023-07-04;1500.048
PTWE49;R3;2023-07-05;1500.048
PTWE49;R3;2023-07-06;750.024
PTWE49;R3;2023-07-07;870.144
PTWE49;R3;2023-07-08;2610.432
PTWE49;R3;2023-07-11;1550.12
PTWE49;R3;2023-07-12;2170.168
PTWE49;R3;2023-07-13;2480.192
PTWE49;R3;2023-07-17;1500.048
PTWE49;R3;2023-07-18;1750.056
PTWE49;R3;2023-07-19;2000.064
PTWE49;R3;2023-07-20;1496.0
PTWE49;R3;2023-07-21;2094.4
PTWE49;R3;2023-07-24;1346.4
PTWE49;R3;2023-07-25;1795.2
PTWE49;R3;2023-07-26;825.0
PTWE49;R3;2023-07-27;2475.0
PTWE49;R3;2023-07-28;2135.1440000000002
PTWE49;R3;2023-07-31;2790.216
PTWE49;R3;2023-08-01;1827.672
PTWE49;R3;2023-08-02;1795.2
PTWE49;R3;2023-08-03;1944.8
PTWE49;R3;2023-08-04;299.2
PTWE49;R3;2023-08-29;1944.8
PTWE49;R3;2023-08-30;1496.0
PTWE49;R3;2023-08-31;2244.0
PTWE49;R3;2023-09-01;1496.0
PTWE49;R3;2023-09-05;748.0
PTWE49;R3;2023-09-06;1346.4
PTWE49;R3;2023-09-07;250.008
PTWE49;R3;2023-09-08;1500.048
PTWE49;R3;2023-09-11;1250.04
PTWE49;R3;2023-09-12;2848.4719999999998
PTWE49;R3;2023-09-13;2250.072
PTWE49;R3;2023-09-14;1740.288
PTWE49;R3;2023-09-15;2610.432
PTWE49;R3;2023-09-18;1860.144
PTWE49;R3;2023-09-19;2170.168
PTWE49;R3;2023-09-20;1650.0
PTWE49;R3;2023-09-21;1650.0
PTWE49;R3;2023-09-22;1375.0
PTWE49;R3;2023-09-26;1755.0720000000001
PTWE49;R3;2023-09-27;1860.144
PTWE49;R3;2023-09-28;2790.216
PTWE49;R3;2023-09-29;870.144
PTWE49;R3;2023-10-02;870.144
PTWE49;R3;2023-10-03;1740.288
PTWE49;R3;2023-10-04;1500.048
PTWE49;R3;2023-10-05;1500.048
PTWE49;R3;2023-10-06;750.024
PTWE49;R3;2023-10-07;750.024
PTWE49;R3;2023-10-10;750.024
PTWE49;R3;2023-10-11;991.144
PTWE49;R3;2023-10-12;1326.1599999999999
PTWE49;R3;2023-10-13;1453.76
PTWE49;R3;2023-10-16;1224.96
PTWE49;R3;2023-10-17;1441.44
PTWE49;R3;2023-10-18;1446.72
PTWE49;R3;2023-10-19;1601.6
PTWE49;R3;2023-10-20;930.072
PTWE49;R3;2023-10-23;620.048
PTWE49;R3;2023-10-24;2480.192
PTWE49;R3;2023-10-25;1740.288
PTWE49;R3;2023-10-26;2610.432
PTWE49;R3;2023-10-27;870.144
PTWE49;R3;2023-10-31;2475.0
PTWE49;R3;2023-11-02;1650.0
PTWE49;R3;2023-11-03;930.072
PTWE49;R3;2023-11-06;1860.144
PTWE49;R3;2023-11-07;1860.144
PTWE49;R3;2023-11-08;1500.048
PTWE49;R3;2023-11-09;2000.064
PTWE49;R3;2023-11-10;1500.048
PTWE49;R3;2023-11-13;1500.048
PTWE49;R3;2023-11-14;2011.768
PTWE49;R3;2023-11-15;1453.76
PTWE49;R3;2023-11-16;1281.28
PTWE49;R3;2023-11-17;2242.24
PTWE49;R3;2023-11-21;1966.8
PTWE49;R3;2023-11-22;1500.048
PTWE49;R3;2023-11-24;620.048
PTWE49;R3;2023-11-27;930.072
PTWE49;R3;2023-11-28;310.024
PTWE49;R3;2023-11-29;2430.12
PTWE49;R3;2023-11-30;1550.12
PTWE49;R3;2023-12-01;1135.024
PTWE49;R3;2023-12-02;1650.0
PTWE49;R3;2023-12-05;1925.0
PTWE49;R3;2023-12-06;1446.72
PTWE49;R3;2023-12-07;2049.52
PTWE49;R3;2023-12-08;2332.0
PTWE49;R3;2023-12-11;1646.128
PTWE49;R3;2023-12-12;1500.048
PTWE49;R3;2023-12-13;1500.048
PTWE49;R3;2023-12-14;1500.048
PTWE49;R3;2023-12-15;1860.144
PTWE49;R3;2023-12-18;1860.144
PTWE49;R3;2023-12-19;2480.192
PTWE49;R3;2023-12-20;870.144
PTWE49;R3;2023-12-21;870.144
PTWE49;R3;2024-01-04;2030.336
PTWE49;R3;2024-01-09;1243.44
PTWE49;R3;2024-01-10;2164.8
PTWE49;R3;2024-01-11;2324.96
PTWE49;R3;2024-01-12;1500.048
PTWE49;R3;2024-01-15;2250.072
PTWE49;R3;2024-01-16;1500.048
PTWE49;R3;2024-01-17;1446.72
PTWE49;R3;2024-01-18;1601.6
PTWE49;R3;2024-01-19;800.8
PTWE49;R3;2024-01-24;930.072
PTWE49;R3;2024-01-25;930.072
PTWE49;R3;2024-01-26;930.072
PTWE49;R3;2024-01-30;930.072
PTWE49;R3;2024-01-31;825.0
PTWE49;R3;2024-02-01;825.0
PTWE49;R3;2024-02-02;825.0
PTWE49;R3;2024-02-03;825.0
PTWE49;R3;2024-02-06;1500.048
PTWE49;R3;2024-02-07;1500.048
PTWE49;R3;2024-02-08;750.024
PTWE49;R3;2024-02-09;1500.048
PTWE49;R3;2024-02-13;1650.0
PTWE49;R3;2024-02-14;1925.0
PTWE49;R3;2024-02-16;750.024
PTWE49;R3;2024-02-20;1500.048
PTWE49;R3;2024-02-21;930.072
PTWE49;R3;2024-02-22;1860.144
PTWE49;R3;2024-02-23;870.144
PTWE49;R3;2024-02-27;1740.288
PTWE49;R3;2024-02-28;1740.288
PTWE49;R3;2024-02-29;2250.072
PTWE49;R3;2024-03-04;1250.04
PTWE49;R3;2024-03-05;748.0
PTWE49;R3;2024-03-06;748.0
PTWE49;R3;2024-03-12;748.0
PTWE49;R3;2024-03-14;748.0
PTWE49;R3;2024-03-15;748.0
PTWE49;R3;2024-03-18;750.024
PTWE49;R3;2024-03-19;750.024
PTWE49;R3;2024-03-21;3000.096
PTWE49;R3;2024-03-22;930.072
PTWE49;R3;2024-03-25;1860.144
PTWE49;R3;2024-03-26;1860.144
PTWE49;R3;2024-03-27;825.0
PTWE49;R3;2024-03-28;2475.0
PTWE49;R3;2024-03-29;1650.0
PTWE49;R3;2024-04-02;1500.048
PTWE49;R3;2024-04-03;1500.048
PTWE49;R3;2024-04-04;930.072
PTWE49;R3;2024-04-05;930.072
PTWE49;R3;2024-04-06;930.072
PTWE49;R3;2024-04-09;1180.1680000000001
PTWE49;R3;2024-04-10;1740.288
PTWE49;R3;2024-04-11;870.144
PTWE49;R3;2024-04-12;750.024
PTWE49;R3;2024-04-15;1500.0
PTWE49;R3;2024-04-18;1860.0
PTWE49;R3;2024-04-19;1860.0
PTWE49;R3;2024-04-22;1860.0
PTWE49;R3;2024-04-23;500.0
PTWE49;R3;2024-04-24;1500.0
PTWE49;R3;2024-04-25;1000.0
PTWE49;R3;2024-04-26;250.0
PTWE49;R3;2024-04-29;1375.0
PTWE49;R3;2024-04-30;825.0
PTWE49;R3;2024-05-01;825.0
PTWE49;R3;2024-05-03;1650.0
PTWE49;R3;2024-05-04;1650.0
PTWE49;R3;2024-05-07;825.0
PTWE49;R3;2024-05-13;825.0
PTWE49;R3;2024-05-14;750.0
PTWE49;R3;2024-05-15;1500.0
PTWE49;R3;2024-05-16;750.0
PTWE49;R3;2024-05-17;750.0
PTWE49;R3;2024-05-20;930.0
PTWE49;R3;2024-05-22;1860.0
PTWE49;R3;2024-05-23;1860.0
PTWE49;R3;2024-05-24;310.0
PTWE49;R3;2024-05-27;750.0
PTWE49;R3;2024-05-28;1500.0
PTWE49;R3;2024-05-29;1500.0
PTWE49;R3;2024-05-30;1000.0
PTWE49;R3;2024-06-01;825.0
PTWE49;R3;2024-06-04;1650.0
PTWE49;R3;2024-06-05;825.0
PTWE49;R3;2024-06-06;1375.0
PTWE49;R3;2024-06-07;1450.0
PTWE49;R3;2024-06-10;580.0
PTWE49;R3;2024-06-11;1160.0
PTWE49;R3;2024-06-12;870.0
PTWE49;R3;2024-06-13;1500.0
PTWE49;R3;2024-06-14;1500.0
PTWE49;R3;2024-06-17;1500.0
PTWE49;R3;2024-06-18;750.0
PTWE49;R3;2024-06-19;750.0
PTWE49;R3;2024-06-20;750.0
PTWE49;R3;2024-06-21;750.0
PTWE49;R3;2024-06-24;1500.0
PTWE49;R3;2024-06-25;1500.0
PTWE49;R3;2024-06-26;1500.0
PTWE49;R3;2024-06-27;1500.0
PTWE49;R3;2024-06-28;1650.0
PTWE49;R3;2024-07-02;1650.0
PTWE49;R3;2024-07-03;1650.0
PTWE49;R3;2024-07-04;1860.0
PTWE49;R3;2024-07-05;1860.0
PTWE49;R3;2024-07-06;1860.0
PTWE49;R3;2024-07-09;1160.0
PTWE49;R3;2024-07-10;1740.0
PTWE49;R3;2024-07-11;1500.0
PTWE49;R3;2024-07-12;750.0
PTWE49;R3;2024-07-16;1250.0
PTWE49;R3;2024-07-17;750.0
PTWE49;R3;2024-07-18;750.0
PTWE49;R3;2024-07-19;750.0
PTWE49;R3;2024-07-23;270.0
PTWE49;R3;2024-07-24;540.0
PTWE49;R3;2024-07-26;1240.0
PTWE49;R3;2024-07-29;2790.0
PTWE49;R3;2024-07-30;1810.0
PTWE49;R3;2024-07-31;2250.0
PTWE49;R3;2024-08-01;2250.0
PTWE49;R3;2024-08-02;500.0
PTWE49;R3;2024-08-27;1650.0
PTWE49;R3;2024-08-28;2475.0
PTWE49;R3;2024-08-29;1860.0
PTWE49;R3;2024-08-30;1860.0
PTWE49;R3;2024-08-31;1240.0
PTWE49;R3;2024-09-03;870.0
PTWE49;R3;2024-09-04;1740.0
PTWE49;R3;2024-09-05;1330.0
PTWE49;R3;2024-09-06;1500.0
PTWE49;R3;2024-09-09;750.0
PTWE49;R3;2024-09-10;930.0
PTWE49;R3;2024-09-11;930.0
PTWE49;R3;2024-09-12;620.0
PTWE49;R3;2024-09-13;1550.0
PTWE49;R3;2024-09-23;1500.0
PTWE49;R3;2024-09-24;750.0
PTWE49;R3;2024-09-26;750.0
PTWE49;R3;2024-09-27;1250.0
PTWE49;R3;2024-10-01;1500.0
PTWE49;R3;2024-10-02;1075.0
PTWE49;R3;2024-10-03;1650.0
PTWE49;R3;2024-10-04;825.0
PTWE49;R3;2024-10-08;3720.0
PTWE49;R3;2024-10-09;1860.0
PTWE49;R3;2024-10-10;870.0
PTWE49;R3;2024-10-11;1740.0
PTWE49;R3;2024-10-14;1740.0
PTWE49;R3;2024-10-15;825.0
PTWE49;R3;2024-10-16;825.0
PTWE49;R3;2024-10-17;1650.0
PTWE49;R3;2024-10-18;1650.0
PTWE49;R3;2024-10-19;1650.0
PTWE49;R3;2024-10-22;750.0
PTWE49;R3;2024-10-23;1500.0
PTWE49;R3;2024-10-24;1500.0
PTWE49;R3;2024-10-25;750.0
PTWE49;R4;2023-01-04;1283.04
PTWE49;R4;2023-01-05;570.24
PTWE49;R4;2023-01-06;570.24
PTWE49;R4;2023-01-09;570.24
PTWE49;R4;2023-01-10;1995.84
PTWE49;R4;2023-01-11;2138.4
PTWE49;R4;2023-01-12;1710.72
PTWE49;R4;2023-01-13;2138.4
PTWE49;R4;2023-01-16;1995.84
PTWE49;R4;2023-01-17;1853.28
PTWE49;R4;2023-01-18;1603.3600000000001
PTWE49;R4;2023-01-19;1645.6
PTWE49;R4;2023-01-20;1496.0
PTWE49;R4;2023-01-23;1795.2
PTWE49;R4;2023-01-24;1881.44
PTWE49;R4;2023-01-25;1995.84
PTWE49;R4;2023-01-26;1767.04
PTWE49;R4;2023-01-27;1496.0
PTWE49;R4;2023-01-31;1795.2
PTWE49;R4;2023-02-01;1881.44
PTWE49;R4;2023-02-02;1995.84
PTWE49;R4;2023-02-03;1995.84
PTWE49;R4;2023-02-06;2094.4
PTWE49;R4;2023-02-07;1944.8
PTWE49;R4;2023-02-08;2138.4
PTWE49;R4;2023-02-09;2138.4
PTWE49;R4;2023-02-10;2138.4
PTWE49;R4;2023-02-13;2031.04
PTWE49;R4;2023-02-14;1944.8
PTWE49;R4;2023-02-15;2059.2
PTWE49;R4;2023-02-16;1995.84
PTWE49;R4;2023-02-17;2059.2
PTWE49;R4;2023-02-20;1995.84
PTWE49;R4;2023-02-21;1196.8
PTWE49;R4;2023-02-22;2031.04
PTWE49;R4;2023-02-23;2138.4
PTWE49;R4;2023-02-24;2138.4
PTWE49;R4;2023-02-28;2567.84
PTWE49;R4;2023-03-02;2324.96
PTWE49;R4;2023-03-03;2402.3999999999996
PTWE49;R4;2023-03-06;1601.6
PTWE49;R4;2023-03-07;1283.04
PTWE49;R4;2023-03-08;1425.6
PTWE49;R4;2023-03-09;1425.6
PTWE49;R4;2023-03-10;2138.4
PTWE49;R4;2023-03-13;1425.6
PTWE49;R4;2023-03-14;1283.04
PTWE49;R4;2023-03-15;1425.6
PTWE49;R4;2023-03-16;712.8
PTWE49;R4;2023-03-17;1425.6
PTWE49;R4;2023-03-20;1425.6
PTWE49;R4;2023-03-21;1033.12
PTWE49;R4;2023-03-22;748.0
